待ちに待った最終回。どうなるんやら…,等了又等的最终回。会变成怎么样呢…
しずかちゃんかわいかった,静香酱很可爱
ここの力強い「何度も」が笑顔にさせようと奮闘したタコピーと重なって泣いている,这里有力的「好几次」和小章鱼为了让她笑而奋斗的身影重合了，哭了
魔法かテンテンチャッピー,魔法还是텐텐恰比
みなさん硝子の線フル見に行ってくださいね,大家请去看硝子の線完整版
史上最高のアニメ,史上最棒的动画
まだある,还有
初見が急に感じるのはわかる、3周くらいじっくり読んだらめっちゃ納得した,初见会觉得唐突可以理解，仔细读个3遍左右就超接受了
これも上から下なのはもとに戻ることを暗示してるんか,这个也从上到下是在暗示回到原样吗
イスラエルとパレスチナ・・・あいつら宗教だからだめか・・・,以色列和巴勒斯坦・・・那些家伙是宗教所以不行吗・・・
うわああああん,呜哇啊啊啊啊ん
ずっと作画良かったなあ,作画一直很好呢
映画館でも見たいな,也想在电影院看呢
他のアニメまだ4話なのにもう今期の覇権決まっちゃったよ・・・,别的动画才4话，这季的霸权已经决定了哦・・・
アニメにしてくれてありがとう、作品を作ってくれてありがとう,谢谢你动画化，谢谢你创作了作品
コメントできなかった・・・,没能评论・・・
ここまで見た人は1話から見返せください,看到这里的人请从第1话再看一遍
🐙🐙🐙🐙,🐙🐙🐙🐙
素晴らしいアニメ化だったわ,是完美的动画化
リアルタイムで地上波放送は日和ったかなとも思うけどそれでもよく手挙げたよTBS,虽然觉得不在地面波实时播出是胆怯了，但即使如此也举了手哦TBS
ありがとうタコピー！！！最高だった！！！,谢谢你小章鱼！！！最棒了！！！
映画にちょうどいい長さだしな,正好是电影的长度呢
俺の記憶をほらねしてもう一度見たい,希望把我的记忆“你看吧”了再看一遍
地上波流せないのわかるけど流せないのどうなん…,不能在地面波播可以理解但不能播又怎么样呢…
思ったより一瞬でうまくいって終わったな…,比想象的一瞬间就顺利结束了呢…
破片を,碎片
破片をその手に。,碎片交到你手中。
山積みの問題も生まれの不幸も全部受け入れて自分の人生を生きるしかないのよね結局,堆积如山的问题和出身的不幸全部接受，只能活自己的人生了呢结果
破片をその手に…,碎片交到你手中…
大きな変化はなかったけど、小さな『変動』で確かに何かは変わった,虽然没有大的变化，但小小的『变动』确实改变了什么
最高すぎた,太棒了
声優さんの演技が白眉だった,声优的演技是神来之笔
カメラをその手に,照相机交到你手中
夏アニメで最初に始まり最初に終わった,夏动画最先开始最先结束了
破　　片　　を,碎　　片　　を
破片をその手に。,碎片交到你手中。
なんで鬱アニメは名作しかないんだ？,为什么抑郁动画净是名作？
久しぶりに感動した,久违地感动了
急に終わったと感じるのは流石に読解力の問題では…,觉得突然结束了是读解力的问题吧…
もうすぐ！,快了！
金田「タコピーは俺達の中に生きてるぞ！」,金田「小章鱼活在我们心中哦！」
毒親じゃない作品も見たい,也想看不是毒亲的作品
映画館で見たら死ぬわ・・・,在电影院看的话会死吧・・・
え、もしかして、これ、逆再生したら何か起こるの？,欸，难道说，这个，倒放的话会发生什么？
読解力あんまない人は何回か読むとわかるよ、経験談,读解力不怎么好的人多读几遍就懂了，经验谈
←タコピー鬼つええ！脳かもしれない,←可能是小章鱼强得像鬼一样！脑吧
その手に。,交到你手中。
ED歌ってるのずっと女性だと思ってたら男性だった衝撃,ED唱的虽然一直以为是女的，结果是男的，好冲击
来る,要来了
これは映画でも見たかったかも知れない,这个可能也想在电影院看
春だ,是春天
このエピローグめっちゃ好き,这个尾声最喜欢了
OPの仲良しリボンの伏線な,OP的和好缎带的伏笔呢
俺も3周かかった、タイムリープものだしね,我也花了3周目，毕竟是时间跳跃物呢
そ　の 手　に　。,交　到　你　手　中　。
後の人気お笑いコンビしずかまりな,之后的超人气搞笑组合静香真理奈
一貫してお話が重要って描かれてて良かった,一贯地描绘了聊天很重要太好了
作り手の皆さんありがとうございました！お疲れ様でした！,制作者的各位谢谢你们！辛苦了！
ここほんと好き,这里真的喜欢
アメーバで全話見れる,在Ameba能看全话
ある意味ではタコピーは宗教の開祖って感じではある、似非ではなくマジもんの。故に信者の愚かさに涙するんや,某种意义上小章鱼像宗教的开祖，不是冒牌货是真家伙。所以才会为信徒的愚蠢流泪
原作既読、文句無しのアニメだった,已读原作，无可挑剔的动画
２０２２年のきみたちへ,致２０２２年的你们
急に終わったって人は求めてる物が違うんだと思うよ,觉得突然结束了的人是追求的东西不一样吧
チャッピー生きてる！,恰比活着！
あぁあかんこの絵・・・,啊啊不行这个画・・・
plazmaに見えた,看成plazma了
最期にお見事な演出でした,最后是漂亮的演出
ぷらざ,ぷらざ
内容はともかくアニメ化としては100点,内容暂且不论作为动画化是100分
チャッピーも一緒にきてる！！！,恰比也一起来了！！！
高校生だ,是高中生
タコピーが見たかった世界にタコピーはいないんだな,小章鱼想看的世界里没有小章鱼呢
もうこの時点で泣く,已经这个时候要哭了
チャッピー生存ルートとかいう周回前提の一番条件シビアなルート,恰比生存路线这种周回前提条件最严苛的路线
まあ急ではあるやろ,嘛是挺突然的吧
チームトモダチ！,Team朋友！
しずまりエピローグほんとすき,静香真理尾声真的喜欢
ペースやばいからどうなる？と思ったけど6話で終わりか！,节奏牙白会怎么样？这么想结果6话就结束了！
うわあぃぁぁ,呜哇啊ぃぁぁ
！？！！？！！！？,！？！！？！！！？
2人が並んでるのが奇跡って、背景知ったらわかるよな,2个人并排走是奇迹，知道了背景就懂了
チャッピーおるやん！,恰比在嘛！
チームトモダチ！,Team朋友！
もうこの時点で泣く…,已经这个时候要哭了…
このわずか数ページで無限のカップリングが投稿されたのほんと好き,这短短几页投稿了无限的cp真的喜欢
PLAZA,PLAZA
ほんの少しマシになったエンド,稍微好一点的End
ここ最高すぎる,这里最棒了
OPは幻覚じゃなかったんだよね、タコピー存命を除けば,OP不是幻觉呢，除了小章鱼健在以外
チャッピー大型犬で随分長い生きだね,恰比是大型犬活得好长啊
タコピーは大いなる意志になったよ,小章鱼变成了伟大的意志哦
二人で,两个人
しずまりｷﾀ━━━━(ﾟ∀ﾟ)━━━━ｯ!!,静香真理ｷﾀ━━━━(ﾟ∀ﾟ)━━━━ｯ!!
チャッピーもいる！,恰比也在！
来るぞ来るぞ...,要来了要来了...
チャッピーいるやん,恰比在嘛
チャッピー！！！！！！,恰比！！！！！！
チャッピーいる！,恰比在！
ｷﾀ━━━━(ﾟ∀ﾟ)━━━━ｯ!!,ｷﾀ━━━━(ﾟ∀ﾟ)━━━━ｯ!!
しずまり百合エンドでみんな幸せだったっピね！,静香真理百合End大家都很幸福pi呢！
JKまりしず,JK真理静香
こんな世界に子ども産み落とすこと自体が虐待だと思うんだけどどう？,觉得在这个世界生下孩子本身就是虐待，怎么样？
チャッピー生存しとる！！！,恰比生存着！！！
面白かった,很有趣
2人の生存に必要な「チャッピー生存」の条件を満たした,满足了2个人生存需要的「恰比生存」的条件
